project name,valid,type,issue,module,commit,parent,testcase,has_test_annotation,traces,bugged_components,description,extra_description
avro_0,False,Auto-generated,AVRO-1045,avro,36f9b467e714eff199edac938c00e017accefa5a,23fc278df3a8ae5a2b9093f9b91934d58a184fee,org.apache.avro.generic.GenericData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1049,avro,02802d57b0698cacf72668fa50ca93e77c12b302,7fb563982d6f44d05a6f3c578a6948e7c7d6f1e5,org.apache.avro.generic.GenericData_ESTest#test0,True,[],"[u'org.apache.avro.Schema', u'org.apache.avro.generic.GenericData']",testcase genrated runtime error when tested,"java.lang.NullPointerException: null
	at org.apache.avro.generic.GenericData$Record.equals(GenericData.java:106)
	at org.apache.avro.generic.GenericData_ESTest.test0(GenericData_ESTest.java:33)
"
avro_0,False,Auto-generated,AVRO-1049,avro,02802d57b0698cacf72668fa50ca93e77c12b302,7fb563982d6f44d05a6f3c578a6948e7c7d6f1e5,org.apache.avro.Schema_ESTest#test0,True,[],"[u'org.apache.avro.Schema', u'org.apache.avro.generic.GenericData']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1051,avro,7fb563982d6f44d05a6f3c578a6948e7c7d6f1e5,e16dd633702a190f91767a14c33393e2d0bbbf91,org.apache.avro.specific.SpecificData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.specific.SpecificData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1066,avro,b50ab97269c4c52bf45db27d5b54e0d6e0e4154c,6eb2c5801e9029b22e5800a86986bde03d5541b9,org.apache.avro.io.ParsingEncoder_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.io.ParsingEncoder'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1076,avro,d4151ed11a8a0f2a5a2032d524951efb3d50560e,f84b9a4b6af31a7758f48f947e6a8fde1f126661,org.apache.avro.Protocol_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.Protocol'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1081,avro,5be068e83656f026c68ebe78bb039b84165564e5,4a6cd2780b741db3a01296f758abdd6fcaa71a40,org.apache.avro.generic.GenericDatumReader_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1081,avro,5be068e83656f026c68ebe78bb039b84165564e5,4a6cd2780b741db3a01296f758abdd6fcaa71a40,org.apache.avro.io.BufferedBinaryEncoder_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1081,avro,5be068e83656f026c68ebe78bb039b84165564e5,4a6cd2780b741db3a01296f758abdd6fcaa71a40,org.apache.avro.reflect.ByteBufferTest#test,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1081,avro,5be068e83656f026c68ebe78bb039b84165564e5,4a6cd2780b741db3a01296f758abdd6fcaa71a40,org.apache.avro.file.DataFileWriter_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.io.BufferedBinaryEncoder', u'org.apache.avro.generic.GenericDatumReader', u'org.apache.avro.file.DataFileWriter']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1097,avro,a581cf389f5d4ce82ff95f3d9d98efbe326cacae,c7e3f4a687564b125686f4a075d8fcfa90d63aaf,org.apache.avro.io.BinaryDecoder_ESTest#test0,True,[],[u'org.apache.avro.io.BinaryDecoder'],testcase genrated runtime error when tested,"java.lang.ArrayIndexOutOfBoundsException: 0
	at org.apache.avro.io.BinaryDecoder.readInt(BinaryDecoder.java:122)
	at org.apache.avro.io.BinaryDecoder.readBytes(BinaryDecoder.java:274)
	at org.apache.avro.io.BinaryDecoder_ESTest.test0(BinaryDecoder_ESTest.java:30)
"
avro_0,False,Auto-generated,AVRO-1099,avro,a39e6deea243dcd9a09df8f67af724003dec1d02,3a7cc7ea565e8ff1a5dc6b106f7828e0922916c7,org.apache.avro.io.JsonDecoder_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.io.JsonDecoder'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1146,avro,6816e60f93ad02388b4fbcf4b9a0c70a7f640ef6,9babffef5210c3d1621fb99c9b516cdd920d8821,org.apache.avro.reflect.ReflectData_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1153,avro,a4994fdf861d381ea9c6496935a09646dfbf0116,bd0f7ef963c6a9537e23713129febe2d0f2a6fd9,org.apache.avro.reflect.ReflectData_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1198,avro,68bdc4317ef2c5e33ad23bbc78f0b0690350e459,448249366ff5ab9f5cfe4117b26ef0ab3bc7d047,org.apache.avro.io.BinaryDecoder_ESTest#test0,True,[],[u'org.apache.avro.io.BinaryDecoder'],testcase genrated runtime error when tested,"java.lang.NullPointerException: null
	at org.apache.avro.io.BinaryDecoder_ESTest.test0(BinaryDecoder_ESTest.java:39)
"
avro_0,False,Auto-generated,AVRO-1199,avro,c8fe3e085e7afb5ee7de69561f0578a8ca2f046c,1638ebb5ea88f277fe065babd90551fbf74439df,org.apache.avro.generic.GenericData_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1199,avro,c8fe3e085e7afb5ee7de69561f0578a8ca2f046c,1638ebb5ea88f277fe065babd90551fbf74439df,org.apache.avro.util.Utf8_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1200,avro,121b98ddc5a9db44040260bf5a6ec7bb106ad3de,f261733c575fbb57ced1f11e8af69ec88b573b8a,org.apache.avro.generic.GenericDatumWriter_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericDatumWriter'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1201,avro,a2a7aeae62aa0eb9f3225ce0befde7a7bedfbad2,88736f8d389c17584508a105d608bca2b3281084,org.apache.avro.generic.GenericData_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1249,avro,c6d00c7462eaef15703f1b4ac635ac278263a6fe,4d8a4dd7a2582ad4fa59b8ed3e0db27b91559334,org.apache.avro.file.DataFileWriter_ESTest#test0,True,[],[u'org.apache.avro.file.DataFileWriter'],testcase genrated runtime error when tested,"org.apache.avro.AvroRuntimeException: not open
	at org.apache.avro.file.DataFileWriter.assertOpen(DataFileWriter.java:79)
	at org.apache.avro.file.DataFileWriter.sync(DataFileWriter.java:359)
	at org.apache.avro.file.DataFileWriter.flush(DataFileWriter.java:367)
	at org.apache.avro.file.DataFileWriter.close(DataFileWriter.java:374)
	at org.apache.avro.file.DataFileWriter_ESTest.test0(DataFileWriter_ESTest.java:30)
"
avro_0,False,Auto-generated,AVRO-1316,avro,711a4ed4230c0ba1627670e7b89db88472575e1f,e10bd69255549a854d1ef178ab9df4dbd99dd2ac,org.apache.avro.Schema_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1316,avro,711a4ed4230c0ba1627670e7b89db88472575e1f,e10bd69255549a854d1ef178ab9df4dbd99dd2ac,org.apache.avro.Protocol_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.Schema', u'org.apache.avro.Protocol']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1326,avro,82441729dd69fc5d431cabc8b1ffa25e924b8bbe,23201deb6d468b4cd8be4db7f812f37285358f5b,org.apache.avro.file.BZip2Codec_ESTest#test0,True,[],[u'org.apache.avro.file.BZip2Codec'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1355,avro,79d6b2b0ff5777faef685639ef2ef9f1fc83f532,d1a22055fa9bc51d44816b342a1035a6d91191d3,org.apache.avro.Schema_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.Schema'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1368,avro,50baf4cfb47fbdd29c311de756bbc503f0508dd5,2b6eafc504cfb04732ba9b4523778fbd2a6f6908,org.apache.avro.specific.SpecificDatumWriter_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1387,avro,35750393891c40f0ceb925a852162ec764bcae6c,a56e7f13c4fa976b7926649b058665f42850a349,org.apache.avro.file.DataFileStream_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1387,avro,35750393891c40f0ceb925a852162ec764bcae6c,a56e7f13c4fa976b7926649b058665f42850a349,org.apache.avro.file.DataFileWriter_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1401,avro,c04a17c86078431d0ae33a3045520e3ec9d9787d,8336f7ece1dc65b1dc17edff5dab9d9ad7aa9666,org.apache.avro.reflect.ReflectData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.reflect.ReflectData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1442,avro,71c2fc608a443404d0872b12ea08269a84f02d41,c3a67e5ad90ff19d7557eb627678a3d0a09446e5,org.apache.avro.io.parsing.ResolvingGrammarGenerator_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.io.parsing.ResolvingGrammarGenerator'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1454,avro,8dd83708d454f9dc7caebf2769b3f5c513ba242c,e0966a1ec55a6ca45baf5d3f53ad6b0e7a049452,org.apache.avro.generic.GenericData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1457,avro,c533aeff68af47a99f3f61d091451a4cff700e19,c754127aae3f252e59d4533f93c8cfaec5608529,org.apache.avro.io.TestBinaryEncoderFidelity#testBinaryEncoder,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1457,avro,c533aeff68af47a99f3f61d091451a4cff700e19,c754127aae3f252e59d4533f93c8cfaec5608529,org.apache.avro.io.TestBinaryEncoderFidelity#testDirectBinaryEncoder,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1457,avro,c533aeff68af47a99f3f61d091451a4cff700e19,c754127aae3f252e59d4533f93c8cfaec5608529,org.apache.avro.io.TestBinaryEncoderFidelity#testBlockingBinaryEncoder,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1457,avro,c533aeff68af47a99f3f61d091451a4cff700e19,c754127aae3f252e59d4533f93c8cfaec5608529,org.apache.avro.io.JsonEncoder_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.io.Encoder', u'org.apache.avro.io.JsonEncoder']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1458,avro,706131388a81646d12a53ce31cf4c4557f93c017,41b8efb05a6de0a1112c0ea08dfb0c63a86b3614,org.apache.avro.reflect.FieldAccessUnsafe_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.reflect.FieldAccessUnsafe'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1493,avro,5e6ffb8d444c0ed3fb6d0180718a9a7c131f2ce6,9101a42badd32f0540caa28e27ca053a36e936e3,org.apache.avro.Schema_ESTest#test0,True,[],[u'org.apache.avro.Schema'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1498,avro,175a67d10cabb1672d4c966182432dec62e8d288,3e997c3b63fd10ec27b1bc0061e14881da5e4dab,org.apache.avro.reflect.ReflectData_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.reflect.FieldAccessReflect', u'org.apache.avro.reflect.ReflectionUtil', u'org.apache.avro.reflect.ReflectData']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1498,avro,175a67d10cabb1672d4c966182432dec62e8d288,3e997c3b63fd10ec27b1bc0061e14881da5e4dab,org.apache.avro.reflect.ReflectionUtil_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.reflect.FieldAccessReflect', u'org.apache.avro.reflect.ReflectionUtil', u'org.apache.avro.reflect.ReflectData']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1525,avro,cc7ec43e22f65fdea2bec9be04832f194c9bc6b8,070c430b72098481e544052d1dc116a624dbcce8,org.apache.avro.reflect.ReflectData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.reflect.ReflectData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1544,avro,b8dec14716b112a07ffba2df39cee9da1ee08725,0d577247ca54ca9f180d2902c5ce6cf182b67904,org.apache.avro.generic.GenericData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1546,avro,06d463b1a119c5d8bc4347fa9e280f4096551080,2cf39f749f0e58e0a48754d71bdb106540b4ca86,org.apache.avro.generic.GenericData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1589,avro,7c0f04e97f6b324ce2447afc4f05665bf83762a8,884c3fcbc57cc5d8afff87dccd4caf87ce478aed,org.apache.avro.reflect.ReflectData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.reflect.ReflectData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1590,avro,fb28910e926f1c442b90e650c3bd9e6ecfb80a79,fdb45a7968cc0ba7f57bc5fa97777995dc946820,org.apache.avro.io.parsing.ResolvingGrammarGenerator_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.io.parsing.ResolvingGrammarGenerator'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1596,avro,3bb62d24aa90230d17da5ab612042799f5c2d7c9,5b9b847fa099d2476ba497ad971ac36495add960,org.apache.avro.file.DataFileStream_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.file.DataFileStream'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1604,avro,5009caa85de9f61c3d8144713c5fecd0331eee61,fbaf3c399e2f34e57008d8625c76f0543a3cadf4,org.apache.avro.reflect.ReflectData_ESTest#test0,True,[],[u'org.apache.avro.reflect.ReflectData'],testcase genrated runtime error when tested,"org.apache.avro.AvroRuntimeException: Nested union: [""null"",[]]
	at org.apache.avro.Schema$UnionSchema.<init>(Schema.java:816)
	at org.apache.avro.Schema.createUnion(Schema.java:173)
	at org.apache.avro.reflect.ReflectData.makeNullable(ReflectData.java:549)
	at org.apache.avro.reflect.ReflectData_ESTest.test0(ReflectData_ESTest.java:29)
"
avro_0,False,Auto-generated,AVRO-1623,avro,510a61709411918fc7d4126b46176954189bb85f,7c0a16b8385c95c3e319de1aca9b7f20c7e61c46,org.apache.avro.generic.GenericData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1655,avro,60d9ef0ad24d91735210830b2481e884ec45c9e7,630562a0b16ae73c8cb8d85da723bca6b28de6db,org.apache.avro.Schema_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1667,avro,482adcfa1857033f2a76b07b429a266b0231f433,62ad11dcf765d6735ef652f4252d19e4ded7afae,org.apache.avro.io.parsing.Symbol_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.io.parsing.Symbol'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1711,avro,7e10babe3eaad11c90cfed41553fc0c1ff90c16a,4fe9b453333c2cf1a0c212fa469b26ba5cf589ed,org.apache.avro.io.JsonDecoder_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.io.JsonDecoder'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1799,avro,62ad11dcf765d6735ef652f4252d19e4ded7afae,5e6ffb8d444c0ed3fb6d0180718a9a7c131f2ce6,org.apache.avro.generic.GenericData_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.generic.GenericData'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1860,avro,ef0e1a1a011298ee77f1112ec9709ef03c5035ab,e276aa5e40cf51e36b581750c135c9c3875cac84,org.apache.avro.Schema_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.Schema'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1882,avro,420824c13381c4014d102c8e51e231c694ddacf2,8ecb2f130fdb1f730e1e8df667ab99bd31af15b2,org.apache.avro.reflect.MapEntry_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.reflect.MapEntry', u'org.apache.avro.reflect.ReflectDatumWriter']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1882,avro,420824c13381c4014d102c8e51e231c694ddacf2,8ecb2f130fdb1f730e1e8df667ab99bd31af15b2,org.apache.avro.reflect.ReflectDatumWriter_ESTest#notGeneratedAnyTest,True,[],"[u'org.apache.avro.reflect.MapEntry', u'org.apache.avro.reflect.ReflectDatumWriter']",testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1923,avro,e276aa5e40cf51e36b581750c135c9c3875cac84,2b1639ce5adc100760118ed6ea0cbb66786bec4d,org.apache.avro.generic.GenericData_ESTest#test0,True,[],[],testcase genrated compilation error when patched,
avro_0,False,Auto-generated,AVRO-1929,avro,0a74e1e0fb45dae8785f204f17d05bd86d0a2d2b,ef0e1a1a011298ee77f1112ec9709ef03c5035ab,org.apache.avro.SchemaCompatibility_ESTest#notGeneratedAnyTest,True,[],[u'org.apache.avro.SchemaCompatibility'],testcase passed in parent,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#testMapConcurrentModification,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#writeDoesNotAllowStringForGenericEnum,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#writeDoesNotAllowJavaEnumForGenericEnum,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#writeFieldWithDefaultWithExplicitNullDefaultInSchema,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#writeFieldWithDefaultWithoutExplicitNullDefaultInSchema,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#testWrite,True,[],[],No report,
avro_0,False,Auto-generated,AVRO-1954,avro,d9338a4cf008b445ea3efbe2523288d07162ec71,4f53fa933447865d7afb22c5d7d472d87fc2a4ae,org.apache.avro.generic.TestGenericDatumWriter#testArrayConcurrentModification,True,[],[],No report,
